problem.name;solver.name;randomGenerator.seed;state→n.iterations;individual→quality→first.agent.velocity.x;individual→quality→first.agent.avg.power;"individual→solution→grid.h→[f.gridFitW(), f.gridFitH(), f.gridString(byRows = true; elementF = f.mapper(map = m.sMap(keys = [h; s; avsin; ahsin; asin; acos]; values = [f; g; b; a; c; d])); yMirror = true)]"
locomotion[flat];grid;3;200;5.22410e-01;1.68066e+00;"{6;4}{b;;;f;g;a;b;c;;;d;d;f;c;f;f;g;c;g;f;b;f;a;g}"
locomotion[flat];grid;3;200;1.36569e-01;9.14441e-01;"{6;4}{a;g;b;d;c;g;g;f;a;f;g;b;f;b;c;g;;f;;b;f;f;;g}"
locomotion[flat];grid;3;200;7.00992e-02;5.44292e-01;"{4;4}{c;f;f;d;f;;;;g;b;;;g;;;}"
locomotion[flat];grid;3;200;4.64724e-01;1.65508e+00;"{6;4}{c;f;c;g;a;b;g;c;b;c;g;b;d;g;;d;c;f;g;;;;f;c}"
locomotion[flat];grid;3;200;1.08586e-01;7.16400e-01;"{4;4}{c;f;b;g;;b;b;;;f;a;;;;f;}"
locomotion[flat];grid;3;200;3.12837e-01;1.14734e+00;"{6;4}{a;g;f;a;;;c;;d;f;;;;g;g;g;c;;;c;g;;g;c}"
locomotion[flat];grid;3;200;3.59673e-02;4.86587e-01;"{3;4}{g;g;f;;g;d;;;f;;d;d}"
locomotion[flat];grid;3;200;3.16688e-01;1.16077e+00;"{6;4}{g;f;b;b;d;;f;a;f;c;f;c;;g;;g;d;g;;;b;f;;}"
locomotion[flat];grid;3;200;1.28297e-01;7.81949e-01;"{5;4}{f;d;f;b;f;f;a;c;a;;f;a;a;f;;c;g;f;g;}"
locomotion[flat];grid;3;200;5.84693e-03;4.26102e-01;"{2;4}{f;;g;;b;a;;f}"
locomotion[flat];grid;3;200;1.25191e-01;7.58649e-01;"{5;4}{;;a;c;f;;f;;f;f;g;b;f;g;a;;g;;b;f}"
locomotion[flat];grid;3;200;2.68831e-03;4.44280e-01;"{4;4}{;;d;;;d;f;;g;f;;;b;f;f;g}"
locomotion[flat];grid;3;200;8.87249e-01;3.46850e+00;"{6;4}{a;c;b;;b;d;f;b;d;b;d;b;c;c;c;c;d;d;f;g;d;g;a;g}"
locomotion[flat];grid;3;200;8.74598e-01;2.63914e+00;"{6;4}{a;c;;c;;b;d;c;d;d;f;b;g;c;g;d;c;f;;a;d;a;g;}"
locomotion[flat];grid;3;200;7.22561e-01;2.37974e+00;"{6;4}{b;f;a;a;;c;g;d;c;b;a;f;a;g;d;c;c;;;d;a;g;g;c}"
locomotion[flat];grid;3;200;2.02663e-01;1.04386e+00;"{6;4}{g;f;a;;;d;;f;g;f;b;d;f;b;;f;d;g;b;f;g;d;g;f}"
locomotion[flat];grid;3;200;5.05559e-01;2.07257e+00;"{5;4}{d;c;b;g;c;;d;d;g;;b;d;b;;;c;a;;;}"
locomotion[flat];grid;3;200;2.93593e-01;1.18636e+00;"{6;4}{;;;;f;c;;;f;a;f;a;;c;f;d;c;c;d;d;b;f;g;}"
locomotion[flat];grid;3;200;4.36636e-01;1.83670e+00;"{6;4}{c;b;d;b;b;;f;c;d;f;b;a;d;g;f;;f;g;c;c;b;c;g;}"
locomotion[flat];grid;3;200;5.69849e-01;2.20393e+00;"{6;4}{;b;;a;;c;d;d;g;g;d;c;c;c;f;a;f;;d;d;b;f;f;d}"
locomotion[flat];grid;3;200;6.45942e-01;2.26453e+00;"{6;4}{f;b;b;;b;d;b;f;d;d;b;;a;f;f;b;g;g;b;f;a;b;b;}"
locomotion[flat];grid;3;200;1.16267e-01;8.49667e-01;"{4;4}{;;g;;f;d;f;;f;g;g;;a;c;c;d}"
locomotion[flat];grid;3;200;4.02631e-01;1.60561e+00;"{6;4}{c;d;c;f;;;g;;f;c;;;d;b;f;g;c;g;a;d;b;g;a;f}"
locomotion[flat];grid;3;200;4.99652e-01;1.87043e+00;"{6;4}{b;;g;d;d;g;b;g;g;b;c;;g;g;;c;c;c;;f;a;g;a;f}"
locomotion[flat];grid;3;200;3.04975e-01;1.32535e+00;"{5;4}{g;f;a;c;d;;b;;f;d;;a;f;d;;d;c;c;f;}"
locomotion[flat];grid;3;200;4.16633e-02;6.61141e-01;"{4;4}{;c;d;g;;g;g;;c;b;g;g;f;;f;g}"
locomotion[flat];grid;3;200;6.09834e-02;8.18815e-01;"{5;4}{;f;d;f;c;;c;b;f;;g;a;f;f;;;c;;a;g}"
locomotion[flat];grid;3;200;3.13552e-01;1.42463e+00;"{4;4}{b;;;;a;b;;;b;g;b;;g;c;f;c}"
locomotion[flat];grid;3;200;3.65982e-01;1.58761e+00;"{6;4}{d;a;d;;f;;c;d;g;a;f;;g;;g;d;a;d;g;f;d;f;f;d}"
locomotion[flat];grid;3;200;4.60489e-03;4.99326e-01;"{6;4}{f;;f;f;a;g;b;f;c;d;f;b;f;g;a;d;a;g;f;g;f;g;g;g}"
locomotion[flat];grid;3;200;2.71064e-02;5.95172e-01;"{6;4}{g;f;d;f;g;b;f;a;c;f;c;f;;;;f;f;f;;;;;d;f}"
locomotion[flat];grid;3;200;3.43829e-01;1.44645e+00;"{6;4}{f;d;d;;b;a;;g;g;a;g;c;g;;f;b;f;f;a;f;g;c;;b}"
locomotion[flat];grid;3;200;1.05242e-02;5.69423e-01;"{4;4}{;g;b;;f;g;a;f;g;d;f;;f;b;c;}"
locomotion[flat];grid;3;200;3.59278e-01;1.50889e+00;"{6;4}{;g;;c;g;a;c;f;a;;c;;f;g;d;g;c;;;g;d;f;c;f}"
locomotion[flat];grid;3;200;8.45162e-02;8.35111e-01;"{4;4}{g;f;c;f;;a;f;;;c;d;c;;c;b;g}"
locomotion[flat];grid;3;200;3.57482e-01;1.50052e+00;"{4;4}{;g;;c;a;c;g;c;;c;d;a;;;d;f}"
locomotion[flat];grid;3;200;8.20476e-01;2.91874e+00;"{6;4}{;c;g;b;b;b;g;c;;g;g;b;;g;a;b;f;b;;a;a;c;g;d}"
locomotion[flat];grid;3;200;-2.83855e-03;4.47020e-01;"{3;4}{g;d;;;f;a;b;f;f;;g;f}"
locomotion[flat];grid;3;200;7.05617e-01;2.44045e+00;"{6;4}{d;g;a;a;a;;;g;d;d;c;;;;a;d;a;f;;f;a;a;;g}"
locomotion[flat];grid;3;200;7.16889e-01;2.74088e+00;"{6;4}{g;f;c;;d;c;g;a;d;d;a;c;f;c;a;c;c;;d;g;g;;a;a}"
locomotion[flat];grid;3;200;6.28427e-01;2.28759e+00;"{6;4}{d;a;;a;b;;c;a;b;b;b;;g;;g;f;d;f;;f;f;a;b;d}"
locomotion[flat];grid;3;200;4.99471e-01;2.18836e+00;"{6;4}{d;b;g;;c;;d;g;a;g;a;g;c;d;g;d;c;g;a;c;f;f;;c}"
locomotion[flat];grid;3;200;3.94578e-01;1.64972e+00;"{6;4}{f;a;g;a;c;;d;g;c;;g;f;a;g;a;g;a;a;f;f;g;f;f;c}"
locomotion[flat];grid;3;200;4.02812e-01;1.92817e+00;"{6;4}{c;f;g;d;c;;;d;d;g;c;d;g;c;g;g;g;;c;;b;;d;f}"
locomotion[flat];grid;3;200;1.51161e-01;1.05720e+00;"{3;3}{;;d;a;f;b;a;b;c}"
locomotion[flat];grid;3;200;8.06823e-01;2.81167e+00;"{6;4}{d;;d;;c;;c;c;g;a;a;a;d;a;f;c;a;c;d;c;d;g;f;c}"
locomotion[flat];grid;3;200;1.84541e-01;1.16209e+00;"{6;4}{;;;c;f;c;;;f;f;d;f;;f;c;a;a;g;a;g;;g;b;g}"
locomotion[flat];grid;3;200;4.98827e-01;1.99275e+00;"{6;4}{a;d;g;;d;c;f;g;c;;;a;b;g;;d;f;f;c;f;d;c;g;a}"
locomotion[flat];grid;3;200;1.88741e-01;1.25670e+00;"{6;4}{c;g;c;f;g;b;g;g;f;b;f;d;b;a;f;;f;f;f;d;;d;c;g}"
locomotion[flat];grid;3;200;1.14645e-01;9.46113e-01;"{6;4}{d;a;f;a;c;;f;d;g;;f;f;b;f;g;c;f;g;f;a;b;a;g;}"
locomotion[flat];grid;3;200;2.52505e-01;1.28314e+00;"{4;4}{c;f;b;d;g;;b;f;c;f;a;;c;a;;}"
locomotion[flat];grid;3;200;3.01800e-01;1.46164e+00;"{6;4}{a;g;f;c;f;c;a;;a;g;;f;g;f;c;g;g;b;f;d;a;a;f;g}"
locomotion[flat];grid;3;200;2.75186e-01;1.35212e+00;"{6;4}{;;;;;g;;;;;f;g;d;;b;g;d;b;b;f;a;f;d;a}"
locomotion[flat];grid;3;200;4.86389e-01;1.97561e+00;"{6;4}{d;g;g;;g;a;g;f;a;a;c;c;b;b;g;d;f;;b;;;f;d;f}"
locomotion[flat];grid;3;200;3.00376e-01;1.38820e+00;"{6;3}{f;c;g;d;b;b;;f;c;;g;c;;;g;;g;d}"
locomotion[flat];grid;3;200;4.21494e-01;1.93378e+00;"{6;4}{b;f;c;b;c;d;f;g;;b;;f;d;f;g;d;c;d;c;;g;d;a;}"
locomotion[flat];grid;3;200;2.97020e-02;7.28142e-01;"{6;4}{c;c;g;f;;;f;d;c;g;;;a;f;f;c;f;f;g;b;c;;f;}"
locomotion[flat];grid;3;200;3.06787e-01;1.54598e+00;"{6;4}{;f;b;b;g;a;f;g;g;f;f;c;c;;;a;d;;c;f;g;g;f;a}"
locomotion[flat];grid;3;200;3.25744e-01;1.60986e+00;"{6;4}{;b;f;c;b;f;g;a;g;g;g;f;g;d;f;a;b;d;f;a;a;g;;b}"
locomotion[flat];grid;3;200;3.87653e-04;5.87948e-01;"{6;4}{f;f;f;f;f;g;g;f;f;f;b;a;f;f;g;f;g;c;;a;g;a;g;f}"
locomotion[flat];grid;3;200;5.81937e-04;6.47419e-01;"{5;4}{c;g;f;f;;;;g;d;g;;b;;g;g;;f;d;g;}"
locomotion[flat];grid;3;200;2.34234e-02;6.79781e-01;"{6;3}{;;;b;;;g;a;;f;g;c;f;c;g;f;f;g}"
locomotion[flat];grid;3;200;3.68843e-01;1.64170e+00;"{4;4}{;c;a;b;f;a;c;;;b;d;f;d;f;b;a}"
locomotion[flat];grid;3;200;7.86440e-02;8.88729e-01;"{4;4}{;f;g;a;;f;b;f;d;c;d;a;b;f;g;g}"
locomotion[flat];grid;3;200;2.99314e-02;8.03937e-01;"{5;4}{c;f;f;d;a;;f;g;g;f;;;c;g;c;;;f;f;d}"
locomotion[flat];grid;3;200;9.07242e-02;9.32487e-01;"{5;4}{f;f;g;b;;g;g;b;a;f;;b;f;b;g;;;b;d;g}"
locomotion[flat];grid;3;200;3.15812e-01;1.57124e+00;"{6;4}{d;g;a;;a;;b;f;g;f;a;f;b;b;c;;a;f;a;f;f;f;g;}"
locomotion[flat];grid;3;200;5.08832e-02;8.66558e-01;"{4;4}{g;d;b;f;f;d;f;;;g;b;;;c;c;g}"
locomotion[flat];grid;3;200;-7.94843e-05;4.65902e-01;"{6;4}{g;f;g;g;g;f;;a;;f;b;g;;;f;f;;;;;g;b;g;}"
locomotion[flat];grid;3;200;1.90966e-05;5.25795e-01;"{4;4}{g;c;g;;g;;f;b;d;g;;;f;;;}"
locomotion[flat];grid;3;200;3.69885e-02;8.50413e-01;"{6;4}{g;f;;;c;g;g;c;;;d;f;f;b;c;d;f;b;f;f;a;b;f;f}"
locomotion[flat];grid;3;200;9.18313e-05;5.31204e-01;"{4;4}{;;;b;;;f;g;;f;f;f;f;c;a;g}"
locomotion[flat];grid;3;200;3.20522e-02;8.20721e-01;"{6;4}{;f;b;b;g;a;c;f;f;f;d;;f;f;a;g;;;;d;g;;;}"
locomotion[flat];grid;3;200;-8.93891e-04;4.49774e-01;"{4;3}{c;f;;g;g;a;g;b;;;;f}"
locomotion[flat];grid;3;200;3.50048e-01;2.53177e+00;"{6;4}{d;c;f;g;a;g;;b;g;f;c;a;d;a;c;a;;;b;f;;c;g;b}"
locomotion[flat];grid;3;200;-4.79958e-02;8.24304e-01;"{5;4}{g;g;;;;b;c;d;;;f;g;a;g;;d;f;a;b;f}"
locomotion[flat];grid;1;200;1.43727e-03;5.01740e-01;"{3;4}{;;f;;d;g;g;d;g;;f;c}"
locomotion[flat];grid;1;200;1.38007e+00;1.83621e+00;"{6;4}{f;;;;f;;g;c;;b;d;;f;g;g;b;c;a;;a;a;a;g;g}"
locomotion[flat];grid;1;200;6.80335e-01;1.63300e+00;"{4;3}{;f;;a;b;f;a;c;b;b;d;a}"
locomotion[flat];grid;1;200;5.09999e-01;1.12374e+00;"{4;4}{b;b;a;a;;f;g;a;;;;f;;;;g}"
locomotion[flat];grid;1;200;3.64703e-01;8.93073e-01;"{4;4}{;;;d;;;a;f;;;f;b;d;d;f;d}"
locomotion[flat];grid;1;200;1.60846e-01;5.45674e-01;"{4;4}{g;d;c;g;g;b;f;a;g;f;d;;;f;;}"
locomotion[flat];grid;1;200;2.09874e-01;7.64940e-01;"{4;4}{;f;g;a;;d;f;d;;f;g;f;g;c;d;b}"
locomotion[flat];grid;1;200;2.13608e-01;8.32550e-01;"{3;4}{f;g;a;f;a;f;;d;b;b;g;}"
locomotion[flat];grid;1;200;2.45649e-02;5.42099e-01;"{3;3}{g;;;g;a;a;f;g;}"
locomotion[flat];grid;1;200;-9.09151e-03;5.03177e-01;"{3;4}{a;d;g;f;a;b;f;d;f;;f;g}"
locomotion[flat];grid;1;200;1.14085e+00;2.76367e+00;"{6;4}{b;f;;d;a;d;b;d;a;d;c;;f;;a;g;a;b;;f;g;a;b;g}"
locomotion[flat];grid;1;200;8.91604e-01;2.35015e+00;"{6;4}{g;b;;b;d;;g;b;c;f;b;;c;a;a;;d;g;;f;c;c;b;a}"
locomotion[flat];grid;1;200;4.42078e-01;1.17265e+00;"{4;4}{f;;b;f;a;d;g;;;d;c;;d;f;d;}"
locomotion[flat];grid;1;200;4.77358e-01;1.65015e+00;"{6;4}{f;g;a;;a;b;b;c;f;c;c;;g;d;f;a;c;c;g;c;c;f;f;f}"
locomotion[flat];grid;1;200;6.68221e-01;1.90327e+00;"{5;4}{;f;c;;a;b;d;b;;a;d;d;g;f;a;;g;f;g;b}"
locomotion[flat];grid;1;200;8.78279e-01;2.08771e+00;"{6;4}{f;;g;b;b;b;d;c;f;d;d;;g;c;g;f;d;;g;g;g;;a;b}"
locomotion[flat];grid;1;200;3.14264e-01;9.18491e-01;"{3;4}{;;c;;d;a;f;f;d;;g;a}"
locomotion[flat];grid;1;200;7.88538e-01;2.04059e+00;"{6;4}{;;;c;;g;;;a;b;c;f;;c;;g;f;;c;g;d;d;c;a}"
locomotion[flat];grid;1;200;5.34473e-01;1.83618e+00;"{6;4}{f;;a;d;;c;c;f;d;a;c;a;;;f;d;f;g;g;f;c;f;g;a}"
locomotion[flat];grid;1;200;3.43903e-01;1.08510e+00;"{3;4}{c;b;b;d;f;d;f;a;;b;c;g}"
locomotion[flat];grid;1;200;1.59966e-01;8.59919e-01;"{6;4}{b;b;f;c;f;a;g;f;;;f;g;;d;f;g;a;g;;;;f;d;g}"
locomotion[flat];grid;1;200;4.95636e-01;1.68653e+00;"{6;4}{a;d;d;;;a;;;a;d;a;f;a;g;f;b;f;a;g;;;g;d;g}"
locomotion[flat];grid;1;200;1.16377e-01;7.91086e-01;"{4;4}{g;d;b;g;;d;f;g;c;f;d;b;g;c;g;f}"
locomotion[flat];grid;1;200;7.16126e-02;6.46474e-01;"{6;4}{c;g;f;d;f;d;f;b;f;f;g;;g;f;b;g;g;;b;;;;;}"
locomotion[flat];grid;1;200;2.85477e-02;5.82646e-01;"{5;3}{;;a;g;;;f;d;g;;d;c;f;g;f}"
locomotion[flat];grid;1;200;1.11201e-01;7.06575e-01;"{3;4}{;f;;a;g;f;d;d;f;c;f;d}"
locomotion[flat];grid;1;200;7.39140e-02;7.01154e-01;"{6;4}{;;f;b;f;a;;;;f;b;f;d;;f;g;d;a;f;b;d;f;g;f}"
locomotion[flat];grid;1;200;-1.76260e-04;5.52052e-01;"{6;4}{;g;;f;;;c;g;g;g;;;f;g;b;g;g;g;g;d;f;d;g;g}"
locomotion[flat];grid;1;200;1.19103e-03;5.55544e-01;"{6;4}{a;f;f;g;d;b;g;b;c;f;g;f;g;g;g;f;f;;f;;f;a;;}"
locomotion[flat];grid;1;200;-2.84185e-02;5.11738e-01;"{5;3}{g;b;g;b;f;;;;;g;;;;f;c}"
locomotion[flat];grid;1;200;1.03052e+00;3.64098e+00;"{6;4}{c;f;a;a;;c;b;b;a;a;a;g;a;d;;a;g;d;b;f;b;g;c;a}"
locomotion[flat];grid;1;200;9.96697e-01;2.91947e+00;"{6;4}{;c;b;;c;;;b;g;a;a;c;c;d;g;d;d;a;b;f;a;b;a;g}"
locomotion[flat];grid;1;200;7.70625e-01;2.38957e+00;"{6;4}{f;g;g;;d;d;c;f;f;g;d;a;;b;d;b;c;a;c;b;;d;g;f}"
locomotion[flat];grid;1;200;6.31868e-01;1.93229e+00;"{6;4}{c;c;c;b;b;g;;b;c;b;f;b;;g;f;;b;;f;g;f;g;a;}"
locomotion[flat];grid;1;200;4.09702e-01;1.17704e+00;"{6;4}{;c;c;b;b;f;;f;d;;b;g;;g;a;;f;;c;g;g;f;b;f}"
locomotion[flat];grid;1;200;7.51638e-01;2.11227e+00;"{6;4}{;d;c;a;;;c;g;f;c;;g;g;b;d;a;c;d;f;g;d;d;a;g}"
locomotion[flat];grid;1;200;4.19772e-01;1.65256e+00;"{6;4}{b;c;b;;d;;a;g;b;f;b;f;f;c;d;f;c;;g;c;;c;f;f}"
locomotion[flat];grid;1;200;4.47389e-01;1.70658e+00;"{6;4}{g;b;a;g;;c;;g;;d;d;f;a;b;f;d;f;f;g;;a;b;b;f}"
locomotion[flat];grid;1;200;2.71370e-01;1.14126e+00;"{6;4}{a;g;f;;g;g;c;;d;c;f;a;a;f;;f;;;c;c;f;g;;}"
locomotion[flat];grid;1;200;2.46327e-01;1.03363e+00;"{3;4}{;;f;b;b;g;;a;g;;c;c}"
locomotion[flat];grid;1;200;1.22822e-01;8.60557e-01;"{4;4}{;f;g;d;g;f;g;f;f;a;g;b;;a;b;}"
locomotion[flat];grid;1;200;8.28558e-02;7.74017e-01;"{3;4}{;c;f;g;b;d;;b;f;;;f}"
locomotion[flat];grid;1;200;1.38314e-02;6.58831e-01;"{4;4}{;;c;;;f;b;f;;g;a;b;g;a;f;f}"
locomotion[flat];grid;1;200;3.00343e-02;7.45778e-01;"{6;4}{d;b;f;a;f;;a;f;f;;b;f;b;f;c;b;g;;f;;g;d;;}"
locomotion[flat];grid;1;200;2.66490e-01;1.10909e+00;"{4;4}{;f;;;f;c;c;;;c;a;;;f;a;b}"
locomotion[flat];grid;1;200;1.55174e-01;8.77013e-01;"{4;4}{c;g;b;f;f;;b;;g;;;;a;;;}"
locomotion[flat];grid;1;200;1.72036e-01;9.26655e-01;"{5;4}{;f;;a;f;;g;a;d;;b;f;f;f;d;;;c;c;f}"
locomotion[flat];grid;1;200;-3.78446e-03;5.54046e-01;"{4;4}{;g;c;;f;;c;g;f;g;d;;;g;;}"
locomotion[flat];grid;1;200;1.99381e-01;9.85778e-01;"{6;4}{b;g;g;b;f;g;;c;b;g;g;;f;a;f;;;;c;c;;;;}"
locomotion[flat];grid;1;200;1.75260e-01;9.67575e-01;"{3;3}{;;a;;a;a;f;f;b}"
locomotion[flat];grid;1;200;5.53940e-02;7.65902e-01;"{6;4}{c;;b;f;;f;f;b;g;c;f;g;d;f;d;c;f;d;c;f;f;f;f;g}"
locomotion[flat];grid;1;200;3.52424e-04;5.85440e-01;"{6;4}{a;f;;f;g;f;f;a;g;g;;g;d;g;g;d;f;g;f;g;a;f;a;}"
locomotion[flat];grid;1;200;9.34274e-03;6.08744e-01;"{3;4}{;f;c;g;c;d;;f;f;;;b}"
locomotion[flat];grid;1;200;1.98363e-01;9.85384e-01;"{6;4}{f;g;;g;c;;d;f;f;g;d;;f;b;b;g;d;b;b;f;g;;g;g}"
locomotion[flat];grid;1;200;9.14588e-03;6.07784e-01;"{3;4}{d;;;b;f;;c;d;g;g;f;}"
locomotion[flat];grid;1;200;9.32425e-01;3.90662e+00;"{6;4}{c;;b;b;b;;d;c;d;b;b;b;b;;g;a;b;;c;a;g;g;b;}"
locomotion[flat];grid;1;200;-1.86150e-02;5.70274e-01;"{3;4}{f;g;a;f;g;;g;c;c;f;f;g}"
locomotion[flat];grid;1;200;8.38967e-01;3.17989e+00;"{6;4}{b;f;a;g;a;c;b;a;d;d;;a;g;g;g;c;d;a;g;c;c;c;c;a}"
locomotion[flat];grid;1;200;7.09964e-01;2.52595e+00;"{6;4}{;d;c;b;;g;g;f;b;b;b;f;c;c;d;a;d;a;f;d;a;;c;}"
locomotion[flat];grid;1;200;8.68050e-01;3.64811e+00;"{6;4}{d;d;;g;g;b;c;d;d;d;a;b;d;d;a;d;g;a;c;a;c;b;d;g}"
locomotion[flat];grid;1;200;6.83841e-01;2.23355e+00;"{6;4}{f;g;;c;g;a;b;a;g;;c;;d;;b;f;b;c;c;g;c;g;b;g}"
locomotion[flat];grid;1;200;1.55028e-01;9.25541e-01;"{4;4}{g;f;b;;f;f;b;;c;;f;d;a;g;d;}"
locomotion[flat];grid;1;200;6.84437e-01;2.45263e+00;"{6;4}{f;c;f;c;b;b;c;g;g;;;g;;f;g;g;b;d;a;a;a;f;a;a}"
locomotion[flat];grid;1;200;3.98828e-01;1.54417e+00;"{6;4}{f;d;;c;b;b;g;a;d;a;f;f;f;g;b;f;d;b;g;f;b;a;g;d}"
locomotion[flat];grid;1;200;4.12299e-01;1.79424e+00;"{6;4}{;f;b;b;;d;;c;g;d;f;g;c;d;b;f;g;g;g;g;a;a;b;}"
locomotion[flat];grid;1;200;5.83122e-01;2.05592e+00;"{6;4}{c;c;b;b;;;a;f;g;b;;;b;a;f;d;f;;g;d;a;g;d;b}"
locomotion[flat];grid;1;200;6.03430e-01;2.17828e+00;"{6;4}{;f;g;a;d;c;;g;f;a;;a;d;a;a;f;d;g;d;c;g;b;b;f}"
locomotion[flat];grid;1;200;4.48596e-01;1.95646e+00;"{5;4}{;c;a;g;d;a;a;d;;;f;d;c;d;;;g;d;f;c}"
locomotion[flat];grid;1;200;1.57130e-01;1.11125e+00;"{6;4}{c;f;g;g;b;c;a;g;;d;d;f;a;c;g;g;f;d;f;g;f;f;f;}"
locomotion[flat];grid;1;200;5.08702e-01;1.99070e+00;"{6;4}{f;g;;b;d;g;a;f;c;b;g;b;;c;;d;g;d;f;f;b;g;g;a}"
locomotion[flat];grid;1;200;3.52794e-01;1.38156e+00;"{6;4}{f;;f;c;;b;c;d;f;g;f;d;;b;g;;b;g;f;f;c;g;d;f}"
locomotion[flat];grid;1;200;6.34002e-02;8.83404e-01;"{2;3}{c;;a;a;d;}"
locomotion[flat];grid;1;200;2.38159e-01;1.22256e+00;"{6;4}{;;f;c;b;c;;g;f;d;b;g;;a;a;f;a;;f;a;f;f;;}"
locomotion[flat];grid;1;200;4.39730e-01;1.79426e+00;"{4;4}{;g;a;a;a;f;;c;;a;c;d;g;b;b;f}"
locomotion[flat];grid;1;200;1.84912e-01;1.15565e+00;"{3;4}{;c;b;a;f;d;;d;c;;b;f}"
locomotion[flat];grid;1;200;2.91780e-01;1.28247e+00;"{4;4}{c;f;;c;b;g;f;d;;g;d;d;;;f;b}"
locomotion[flat];grid;1;200;3.62305e-01;1.43983e+00;"{6;4}{b;f;c;;b;d;a;a;c;f;f;d;g;f;a;f;g;;;c;;f;;}"
locomotion[flat];grid;1;200;4.48753e-02;7.75299e-01;"{6;4}{b;b;f;c;g;d;f;d;c;;g;f;f;a;f;d;f;f;;b;f;g;f;g}"
locomotion[flat];grid;1;200;8.65475e-03;6.92992e-01;"{4;4}{;g;b;a;;;;g;;g;b;g;f;g;;g}"
